name,trade_name,cvm_code,about,b3_issuer_code,website,main_activity
Ourofino Saúde Animal Participações S.A.,Ourofino Saúde Animal,23507,,OFSA,http://ri.ourofino.com/,Participação em Outras Sociedades Que Execerçam Atividades de Desenvolvimento. Fabricação E Comercialização de Produtos Destinados Ao Setor de Saúde Animal.
CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.,GRUAIRPORT,23515,,AGRU,http://www.gru.com.br,Concessão Aeroportuária
PORTO SUDESTE V.M. S.A.,PORTO VM,23523,,PSVM,http://www.portosudeste.com/pt/vm-investors/,Investimentos No Setor de Transporte E Logística
SALUS INFRAESTRUTURA PORTUÁRIA S.A.,SALUS INFRA,23540,,SAIP,http://www.salusinfraestrutura.com,Infraestrutura Portuária
International Meal Company Alimentação S.A.,IMC Alimentação,23574,,MEAL,http://www.internationalmealcompany.com,Setor de Varejo de Alimentação
Wiz Soluções e Corretagem de Seguros S.A.,Wiz Soluções,23590,,WIZC,http://www.wizsolucoes.com.br,Corretagem de Seguros de Todos Os Ramos. Assessoria E Consultoria Na área de Seguros em Geral. Intermediação E Desenvolvimento de Soluções em Negócios. Sem Especificação Definida. Dentre Outros.
MAESTRO LOCADORA DE VEÍCULOS S.A.,MAESTROLOC,23612,,MSRO,http://www.maestrofrotas.com.br,A Companhia Presta Serviços de Locação de Veículos E Gestão de Frotas.
Caixa Seguridade Participações S.A.,Caixa Seguridade,23795,"A PREVI é um fundo de pensão brasileiro que gerencia a previdência complementar dos funcionários do Banco do Brasil. Fundada em 1904, a PREVI é a maior fundo de previdência da América Latina, com um total de R$ 220 bilhões sob sua gestão em 2021. A gestão é compartilhada entre o Banco do Brasil e os participantes dos planos, e a instituição trabalha para garantir benefícios previdenciários complementares aos da Previdência Oficial, contribuindo para a qualidade de vida dos participantes e seus dependentes. A PREVI é considerada um dos maiores investidores do Brasil, com participação em grandes empresas como a Vale, Embraer e BRF.",CXSE,https://www.ri.caixaseguridade.com.br,Participar. Direta Ou Indiretamente. Do Capital de Outras Sociedades Relacionadas A Seguridade E Corretagem de Seguros.
BRQ SOLUÇÕES EM INFORMÁTICA S.A.,BRQ,23817,,BRQB,http://www.brq.com,Prestação de Serviços de Tecnologia Da Informação (ti) - Informática
Movida Participações S.A.,Movida,23825,"A Movida é uma empresa brasileira de locação de veículos, terceirização de frotas e venda de seminovos, fundada em 2006 na cidade de São Paulo. Em 2013, foi adquirida pelo grupo JSL (hoje Simpar). A empresa lançou o serviço Movida Express, que possibilitou a retirada e devolução de veículos no Aeroporto de Congonhas. Hoje, a Movida é considerada uma das maiores companhias de locação de veículos do Brasil, em tamanho de frota e receita, com presença estratégica em todos os estados do país e alianças estratégicas com as principais montadoras.",MOVI,https://ri.movida.com.br,Aluguel de Carros E Gestão de Frotas
CINESYSTEM S.A.,CINESYSTEM,23965,,CNSY,http://www.cinesystem.com.br/ri,A Companhia Tem Como Principais Atividades A Prestação de Serviços de Cinematografia E A Revenda de Mercadorias de Bombonière.
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,CTC S.A.,23981,,CTCA,http://www.ctc.com.br,Com Sua Atuação em Biotecnologia E Melhoramento Genético O Ctc Busca Busca Promover O Aumento Da Produtividade. A Redução de Custos E Soluções Agrícolas E Industriais Para O Setor Sucroenergético.
VERT COMPANHIA SECURITIZADORA,VERTCIASEC,23990,,VERT,http://www.vert-capital.com,A Aquisição E Securitização de Quaisquer Direitos Creditórios Do Agronegócio E de Títulos E Valores Mobiliários Lastreados em Direitos de Crédito Do Agronegócio E Direitos de Crédito Imobiliários
Centro de Imagem Diagnósticos S.A.,Alliança,24058,"A Alliança, antiga Alliar, é uma empresa do setor de saúde fundada em 2011 a partir da fusão de quatro empresas líderes no segmento de diagnóstico médico por imagem. Com um parque tecnológico avançado e presença em 43 cidades de 10 estados brasileiros, a empresa segue o modelo de negócios hub and spoke, estabelecendo parcerias com empresas regionais e expandindo sua atuação para cidades próximas. A Alliança oferece serviços de saúde suplementar e medicina diagnóstica, contando com mais de 5600 colaboradores e cerca de 1200 médicos.",AALR,https://ri.allianca.com,Prestação de Serviços de Medicina Diagnóstica
TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.,TCP TERMINAL,24066,,,http://www.tcp.com.br/ri,Exploração de Instalações Portuárias E de área. Atividade de Operador Portuário. De movimentação E Armazenagem de Carga E Contêineres. Veículos Automotivos. Bens. Produtos E equipamentos.
Instituto Hermes Pardini S.A.,Hermes Pardini,24090,"Hermes Pardini é um laboratório de análises clínicas fundado em 1959 pelo médico Dr. Hermes Pardini em Belo Horizonte. Desde então, a empresa expandiu suas operações para diversas cidades do país e ampliou seu leque de serviços para incluir anatomia patológica, diagnóstico por imagem, genética humana, vacinas, entre outros. Com mais de 125 unidades próprias e mais de 6 mil laboratórios parceiros, o Grupo Pardini oferece hoje mais de 8 mil tipos de exames em 1.930 municípios brasileiros.",PARD,https://ri.hermespardini.com.br,Prestação de Serviços de Medicina Diagnóstica.
Azul S.A.,Azul,24112,"A Azul Linhas Aéreas Brasileiras é uma companhia aérea brasileira fundada em 2008 por David Neeleman. A empresa é uma das principais companhias aéreas do Brasil, com uma frota moderna e uma ampla rede de destinos nacionais e internacionais. A Azul é conhecida por oferecer um serviço de alta qualidade a preços acessíveis, com uma ampla variedade de opções de voos e destinos. A empresa é uma das principais empregadoras do setor aéreo brasileiro, com uma equipe de mais de 12.500 funcionários em 2021. A Azul é uma empresa de capital aberto, com ações negociadas na bolsa de valores brasileira.",AZUL,https://ri.voeazul.com.br,Transporte E Logística
Atacadão S.A.,Carrefour Brasil,24171,"O Atacadão é uma rede brasileira de supermercados atacado-varejista, pertencente ao grupo Carrefour, com mais de 250 lojas de autosserviço e mais de 30 atacados/centros de distribuição espalhados pelo Brasil, além de unidades em outros países. A empresa foi fundada em 1962 e adquirida pelo Grupo Carrefour em 2007. Em 2020, o Carrefour adquiriu 30 lojas da Makro para aumentar a participação de mercado do Atacadão.",CRFB,https://ri.grupocarrefourbrasil.com.br,Comércio Varejista E Atacadista de Mercadorias em Geral; Carga E Descarga; Correspondentes de Instituições Financeiras; Atividades de Teleatendimento; Serviços de Alimentação Entre Outros
IRB Brasil Resseguros S.A.,IRB Brasil RE,24180,"O IRB Brasil RE é uma empresa líder no mercado de resseguros no Brasil, com 37% de market share. Fundada em 1939 por Getúlio Vargas, o IRB foi criado com o objetivo de reter no país os riscos de empresas nacionais que antes eram transferidos para o exterior. Após um longo período de monopólio, o mercado de resseguros brasileiro foi reaberto em 2007, e o IRB passou a ser classificado como ressegurador local. Em 2013, a empresa foi privatizada e, em 2017, concluiu a oferta pública de ações (IPO), tornando-se uma empresa de capital aberto. A empresa atua em todas as linhas de negócios de resseguros. ",IRBR,https://ri.irbre.com,Operações de Resseguro E Retrocessão
STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,STARA,24201,,STTR,http://www.stara.com.br,Indústria. Comércio. Importação E Exportação de Máquinas E Implementos Agrícolas.
Camil Alimentos S.A.,Camil Alimentos,24228,,CAML,http://www.camilalimentos.com.br,Industrialização E Comercialização de Arroz. Feijão. Pescados E Açúcar.
Priner Serviços Industriais S.A.,Priner,24236,"A Priner, fundada em 1982, é uma empresa líder em serviços e manutenção industrial para vários setores, incluindo óleo e gás, mineração, papel e celulose, petroquímica, siderurgia e setor naval. A empresa iniciou suas atividades como uma unidade de serviços da Mills, especializada em montagem de andaimes para acesso às áreas offshore e industrial. Ao longo dos anos, a Priner expandiu suas atividades e se consolidou como líder em seu segmento, oferecendo serviços de pintura industrial, isolamento térmico, habitat, inspeção e caldeiraria.",PRNR,https://ri.priner.com.br,Prestação de Serviços Industriais. Principalmente Nos Segmentos Petroquímico. óleo E Gás. Siderurgia. Papel E Celulose E Químico.
Smartfit Escola de Ginástica e Dança S.A.,Smart Fit,24260,"A Smart Fit é uma rede de academias esportivas que se destaca por oferecer mensalidades acessíveis e equipamentos de alta qualidade. Fundada em 2009, a empresa é líder no segmento na América Latina e a 4ª maior do mundo, com mais de 1.225 unidades em 15 países e mais de 3,7 milhões de clientes matriculados. A rede se expandiu por meio de franquias e parcerias em novos mercados, além de ter se acelerado após o aporte de R$ 520 milhões pela gestora de fundos Pátria Investimentos e do Fundo Soberano de Singapura no Grupo Bio Ritmo. Em 2021, a empresa abriu capital para o mercado de investimentos na Bolsa de Valores, com o objetivo de continuar seu plano de crescimento e investir em iniciativas para o desenvolvimento e fortalecimento da companhia de forma escalável.",SMFT,https://investor.smartfit.com.br,A Companhia Tem Como Atividade Preponderante A Prestação de Serviços de Condicionamento Físico. Por Meio de Academias de Ginástica. Musculação. Dança E Natação.
INTER CONSTRUTORA E INCORPORADORA S.A,INTER SA,24279,,INNT,http://www.interconstrutora.com.br,Incorporação de Empreendimentos Imobiliários E Construção de Edifícios
Vibra Energia S.A.,Vibra Energia,24295,"A Vibra Energia, anteriormente conhecida como BR Distribuidora, é a maior empresa do setor de distribuição de combustíveis no Brasil, atuando em todos os estados do país com mais de 8.000 postos de serviços licenciados a bandeira Petrobras. Fundada em 1971 como subsidiária da Petrobras, a empresa é responsável pela distribuição de combustíveis derivados de petróleo, biocombustíveis, lubrificantes, emulsões asfálticas e produtos químicos. Além disso, a Vibra Energia é conhecida pela sua marca de lubrificantes automotivos, a Lubrax, e pela sua rede de lojas de conveniência, a BR Mania.",VBBR,https://ri.vibraenergia.com.br,Distribuição E Venda de álcool Carburante. Biodísel. Gasolina E Demais Derivados de Petróleo. Incluindo Lubrificantes. Assim Como Gás Natural.
Zamp S.A.,Zamp,24317,"A Zamp foi fundada em 2011 como uma joint venture entre um fundo de investimento gerido pela Vinci Capital Gestora de Recursos Ltda. e uma subsidiária da Burger King Corporation. A Zamp é uma operadora de restaurantes que busca evoluir as práticas do mercado de alimentação com uso de tecnologia e oferecer experiências excepcionais aos clientes. Anteriormente conhecida como BK Brasil, o grupo decidiu mudar o nome para se distanciar da marca Burger King. Além disso, a Zamp administra a rede de lanchonetes Popeyes.",ZAMP,https://ri.zamp.com.br,Prestação de Serviços de Operação E Assessoria A Restaurantes
FLEX GESTÃO DE RELACIONAMENTO S.A.,FLEX S/A,24350,,FLEX,http://www.flexcontact.com.br,A Companhia Atua Na Prestação de Serviços Especializados de Contact Center Ativo E Receptivo E Cobrança. Fazendo Gestão de Relacionamento Para Clientes E Seus Consumidores.
NotreDame Intermédica Participações S.A.,NotreDame Intermédica,24384,"A Hapvida NotreDame Intermédica é uma empresa brasileira que atua no setor de saúde e odontologia, sendo o maior operador do país com mais de 15 milhões de beneficiários. A empresa foi fundada em 2022 a partir da fusão entre o Grupo Hapvida e o Grupo NotreDame Intermédica, ambos com histórias de sucesso no mercado de saúde brasileiro. Com mais de 68 mil colaboradores, 27 mil médicos e 28 mil dentistas credenciados, a Hapvida NotreDame Intermédica tem como objetivo oferecer serviços de qualidade e acessíveis para seus clientes em todo o país.",GNDI,https://ri.hapvida.com.br,Prestação de Serviços de Assistência à Saúde E Odontológica.
Hapvida Participações e Investimentos S.A.,Hapvida,24392,"A Hapvida NotreDame Intermédica é uma empresa brasileira que atua no setor de saúde e odontologia, sendo o maior operador do país com mais de 15 milhões de beneficiários. A empresa foi fundada em 2022 a partir da fusão entre o Grupo Hapvida e o Grupo NotreDame Intermédica, ambos com histórias de sucesso no mercado de saúde brasileiro. Com mais de 68 mil colaboradores, 27 mil médicos e 28 mil dentistas credenciados, a Hapvida NotreDame Intermédica tem como objetivo oferecer serviços de qualidade e acessíveis para seus clientes em todo o país.",HAPV,https://ri.hapvida.com.br,Participação. Como Sócia Ou Acionista. em Outras Empresas. Predominantemente de Assistência Médica. Bem Como A Realização de Investimentos Diretos E A Exploração de Atividades de Prestação de Serviços
Banco Inter S.A.,Banco Inter,24406,"O Inter, fundado em 16 de setembro de 1994 em Belo Horizonte, MG, é uma instituição financeira brasileira que se caracteriza como um dos primeiros bancos digitais do país, oferecendo serviços financeiros sem taxas sobre serviços básicos e corretagem. Além disso, a empresa também oferece serviços não financeiros e se posiciona como um super app. A Inter se consolidou no mercado de crédito consignado e Middle Market e em 2008 recebeu a carta patente do Banco Central para operar como banco múltiplo. Em 2014, lançou a Conta Digital, uma conta-corrente gratuita que pode ser acessada por celulares e computadores. A empresa também é proprietária de subsidiárias como a Inter Invest, Inter Global Account, Inter Seguros, Inter DTVM e YellowFi.",BIDI,https://ri.bancointer.com.br,Banco Múltiplo Com Carteira de Crédito. Financiamento. Investimento. Câmbio E Plataforma de Produtos E Serviços Financeiros E Não Financeiros.
PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.,PRATICA,24546,,PTCA,http://ri.praticafornos.com.br,A Companhia Tem Por Objeto Social: (i) A Fabricação de Fornos E Equipamentos Voltados Para Os Mercados de Panificação E Gastronómico; E (ii) A Participação Societária em Outras Companhias.
Banco BMG S.A.,Banco BMG,24600,"O Banco BMG é uma instituição financeira brasileira com mais de 90 anos de história, fundada em Belo Horizonte em 1930. O banco é conhecido por ser pioneiro no crédito consignado no Brasil, tendo lançado o produto em 1998. Atualmente, o BMG é uma referência no setor de crédito consignado, com uma ampla rede de correspondentes bancários em todo o país. Além disso, o banco também atua em outros segmentos, como financiamento de veículos, empréstimos pessoais e consórcios. O BMG é uma empresa com uma forte tradição empreendedora e uma história de sucesso no mercado financeiro brasileiro.",BMGB,https://www.bancobmg.com.br/ri,Prática de Todas As Operações Ativas. Passivas E Acessórias Permitidas Nas Normas Legais E Regulamentares Para O Funcionamento Dos Bancos Com Carteira Comercial. de Investimento. Inclusive Câmbio
Blau Farmacêutica S.A.,Blau Farmacêutica,24627,,BLAU,https://ri.blau.com,A Companhia Dedica-se à Fabricação. Comercialização. Pesquisa E Desenvolvimento de Medicamentos de Alta Complexidade.
Grupo SBF S.A.,Grupo SBF,24694,"O Grupo SBF é uma empresa que atua no varejo de artigos esportivos, controlando a rede de lojas Centauro, ByTennis e Almax Sports. Fundado em 1981 em Belo Horizonte, pelo empresário Sebastião Bomfim Filho, o grupo tem como missão democratizar o esporte no país, investindo em patrocínios de eventos esportivos. A empresa patrocinou a Copa das Confederações FIFA Brasil 2013 e a Copa do Mundo FIFA Brasil 2014, entre outros eventos importantes. O Grupo SBF também fez um acordo inédito com a Nike para expansão das lojas Nike Store no país.",SBFG,https://ri.gruposbf.com.br,A Companhia Tem Por Objeto Social (a) Administração de Bens Próprios; E. (b) A Participação. Como Sócia Ou Acionista. em Outras Empresas.
"Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.",Grupo Vamos,24716,"O Grupo Vamos é uma empresa líder no mercado brasileiro de locação de caminhões, máquinas e equipamentos, com mais de 20 anos de experiência no setor. Controlada pela holding SIMPAR, possui uma ampla estrutura operacional com mais de 43 mil ativos e 62 lojas em 15 estados, incluindo concessionárias de marcas renomadas como Volkswagen/Man, Valtra, Komatsu, Fendt e Toyota Empilhadeiras. A empresa atende a diversas empresas de diferentes portes e setores econômicos, especialmente agronegócio, energia, logística e alimentos.",VAMO,https://ri.grupovamos.com.br,Locação de Caminhões. Máquinas E Equipamentos Pesados E A Prestação de Serviços de Manutenção de Frota. Tanto Preventiva. Quanto Corretiva.
Natura & Co Holding S.A.,Natura,24783,"A Natura é uma empresa brasileira de cosméticos que atua em mais de 100 países. Fundada em 1969, é reconhecida por sua atuação em preservação ambiental, investimento em pesquisa e desenvolvimento de novos produtos e por seu modelo de venda direta, que conta com mais de 8 milhões de consultores. A empresa é uma das mais valiosas do setor de cosméticos e é listada no Novo Mercado da Bovespa, o mais alto nível de governança corporativa da Bolsa de Valores de São Paulo. A Natura é também uma das pioneiras em iniciativas de sustentabilidade, como o Programa Carbono Neutro e a Tabela Ambiental.",NTCO,https://natu.infoinvest.com.br,Gestão de Participações Societárias em Sociedades Que Desenvolvam Suas Atividades Principais No Ramo de Beleza.
Vivara Participações S.A.,Vivara,24805,,VIVA,https://www.vivara.com.br/,Participação em Outras Sociedades. Na Qualidade de Quotistas. Ou Acionistas; Holding de Instituições Não-financeiras; E Agente de Propriedade Intelectual.
Rede D'Or São Luiz S.A.,Rede D'Or,24821,"A Rede D'or São Luiz é uma empresa líder no setor de saúde no Brasil, fundada em 1977 pelo cardiologista Jorge Moll Filho. Com mais de 11.000 leitos e 69 hospitais próprios, incluindo os da marca São Luiz, a empresa é o maior grupo hospitalar privado do país. A história da Rede D'or é marcada por inovação e aquisições milionárias, como a compra da rede de hospitais e maternidades São Luiz em 2011 e a inauguração de hospitais de atendimento cinco estrelas a partir de 2016. Em 2020, a empresa fez seu IPO na B3, movimentando R$ 11,3 bilhões.",RDOR,https://ri.rededorsaoluiz.com.br,
BRK AMBIENTAL PARTICIPAÇÕES S.A.,BRK AMBIENTAL PARTICIPAÇÕES S.A.,24830,,BRKP,http://www.ri.brkambiental.com.br,Explorar E Participar de Sociades Que Explorem Serviços Públicos de Abastecimento de água Potável E Esgotamento Sanitário.
C&A Modas S.A.,C&A,24848,"A C&A é uma cadeia internacional de lojas de vestuário, fundada nos Países Baixos em 1841 pelos irmãos Clemens e August como uma empresa têxtil. No Brasil, é uma das maiores redes de lojas de departamento e uma das principais empresas varejistas. A empresa chegou ao Brasil em 1976, inaugurando sua primeira loja no Shopping Ibirapuera, em São Paulo. Atualmente, a C&A possui lojas em mais de 100 cidades brasileiras. A marca também está presente em outros países da Europa, América Latina e Ásia. Ao longo de sua história, a C&A realizou parcerias com diversas celebridades, lançando coleções de roupas inspiradas em divas da música pop, além de colaborações com modelos e estilistas renomados.",CEAB,https://ri.cea.com.br,Atuação No Varejo Nos Setores de Vestuário. Acessórios. Calçados. Higiene. Eletrónicos. Dentre Outros.
Mitre Realty Empreendimentos e Participações S.A.,Mitre Realty,24902,"A Mitre Realty é uma construtora e incorporadora paulista que realizou o IPO de 2020, levantando 1,18 bilhão de reais. Durante o road show, a empresa destacou seus números de crescimento constante na última década, seu banco de terrenos de mais de 4 bilhões de reais e o modelo de partnership adotado. A construtora já vendeu 60% dos quatro projetos recentemente lançados, todos em São Paulo e focados no público de média e alta renda. A empresa também adaptou alguns projetos para acomodar espaços de coworking e home office em resposta à pandemia.",MTRE,https://ri.mitrerealty.com.br,(a) Incorporação E Comercialização de Empreendimentos Imobiliários de Qualquer Natureza. (b) Loteamento de Terrenos. (c) Construção de Condomínios
Locaweb Serviços de Internet S.A.,Locaweb,24910,"A Locaweb é uma empresa brasileira líder em hospedagem de sites, serviços de internet e computação em nuvem na América Latina. Com mais de 350 mil clientes, 5,5 milhões de caixas postais, 14 mil servidores cloud e mais de 19 mil desenvolvedores parceiros, a empresa oferece um portfólio de serviços de internet com seis unidades de negócio. A história da Locaweb começou em 1998, quando os primos Gilberto Mautner e Claudio Gora criaram uma plataforma para conectar fornecedores da indústria têxtil em um espaço digital. Hoje, a empresa possui um data center com 25 mil servidores no campus da Locaweb em São Paulo (SP) e realiza eventos como a Locaweb Digital Conference e o PHP Community Summit.",LWSA,https://ri.locaweb.com.br,
TIM S.A.,TIM,24929,"A TIM Brasil é uma das principais empresas de telecomunicações do Brasil, oferecendo serviços de telefonia móvel, fixa, internet e TV por assinatura. Com uma ampla cobertura em todo o país, a empresa é reconhecida por sua inovação e pioneirismo em tecnologias de comunicação, como a internet 3G e 4G. Além disso, a TIM Brasil é comprometida com a responsabilidade social e ambiental, investindo em projetos de sustentabilidade e inclusão social. Com uma equipe de profissionais altamente qualificados e uma visão de futuro, a TIM Brasil é uma empresa em constante evolução, buscando sempre oferecer o melhor para seus clientes e para a sociedade como um todo.",TIMS,https://ri.tim.com.br,
Simpar S.A.,Simpar,25003,,SIMH,http://ri.simpar.com.br/pt-br,Participação em Outras Sociedades Empresariais. Como Sócia Ou Acionista.
Grupo de Moda Soma S.A.,Grupo Soma,25011,"O Grupo Soma é líder no segmento de moda feminina e surgiu em 2010 após a fusão das marcas Animale e Farm. Com mais de 1.000 lojas no Brasil e mais de 14.000 colaboradores, a empresa apresentou um crescimento de 32% em 2022 e um faturamento bruto de R$ 5,6 bilhões. Ao longo dos anos, o grupo expandiu seu portfólio, agregando marcas como Fábula, Foxton, Cris Barros, Off Premium, Animale Jeans, Animale Oro, Maria Filó, NV e União de Gigantes com Hering e DZARM.",SOMA,https://www.somagrupo.com.br/investidores,(i) A Confecção de Peças Do Vestuário. Exceto Roupas íntimas E As Confeccionadas Sob Medida; E (ii) O Comércio Varejista de Artigos de Vestuário E Acessórios de Qualquer Material.
D1000 Varejo Farma Participações S.A.,D1000 Varejo Farma,25046,,DMVF,http://www.d1000varejofarma.com.br/ri,A Companhia Tem Por Objeto A Participação. Como Sócia Ou Acionista. em Outras Sociedades Do Varejo Farmacêutico. Nacionais Ou Estrangeiras.
Lavvi Empreendimentos Imobiliários S.A.,Lavvi Incorporadora,25062,,LAVV,http://www.lavvi.com.br,Incorporadora Imobiliária
Plano & Plano Desenvolvimento Imobiliário S.A.,Plano&Plano,25070,,PLPL,http://www.planoeplanori.com.br,(i) Incorporação. Construção E Comercialização de Empreendimentos Imobiliários; (ii) Locação de Imóveis Próprios; (iii) Administração de Carteira de Recebíveis de Financiamentos. Empréstimos Imobiliár
Pet Center Comércio e Participações S.A.,Petz,25089,"A Petz é uma empresa brasileira especializada em serviços e venda de produtos para animais de estimação e animais domesticáveis exóticos. Fundada em 2002 por Sergio Zimerman em São Paulo, a empresa é a maior rede de pet shop do Brasil, com mais de 165 lojas em 18 estados e o Distrito Federal. Cada unidade da rede tem cerca de 1.000 m² e é composta de loja, centro de veterinária e banho e tosa. Além disso, a Petz oferece serviços de estética e eventos para adoção de animais. A empresa vende produtos para cães, gatos, pássaros, répteis e animais exóticos, e possui centros de veterinários com especialidades em diversas áreas. Em 2020, a Petz teve suas ações negociadas na B3, com uma valorização de 21,82% no primeiro dia de negociações.",PETZ,https://ri.petz.com.br,Importação. Exportação E Comércio (inclusive Via Internet E-commerce) de Artigos Para Animais. Plantas. Flores. Sementes; Hospital Veterinário. Consultório. Clínica Veterinária. Banho/tosa E Hotel.
Melnick Desenvolvimento Imobiliário S.A.,Melnick,25119,"A Melnick, fundada em 1992 pelo engenheiro civil gaúcho Milton Melnick, é uma das principais construtoras e incorporadoras do Rio Grande do Sul e do Brasil. Inicialmente focada em empreendimentos de alto padrão, a empresa expandiu sua atuação para o segmento de baixa renda a partir de 2014. Em 2008, a Melnick associou-se à Even Construtora e Incorporadora, tornando-se seu braço no Rio Grande do Sul. Atualmente, a Melnick possui negócios não apenas no estado gaúcho, mas também em São Paulo, Rio de Janeiro e Minas Gerais. Com projetos promissores e um histórico de lançamentos relevantes, a construtora acredita estar diante de uma oportunidade única de crescimento nos próximos anos.",MELK,https://ri.melnick.com.br,Construção. Incorporação. Loteamento E Comercialização de Condomínios E Empreendimentos Imobiliários de Qualquer Natureza.
Boa Vista Serviços S.A.,Boa Vista,25135,"A Boa Vista Serviços é uma empresa de analytics que oferece serviços de informações comerciais e cadastrais de empresas e consumidores em todo o Brasil. Fundada em 2010, a empresa é uma parceria entre a Associação Comercial de São Paulo, o Fundo de investimentos TMG Capital, o Clube dos Dirigentes Lojistas do Rio de Janeiro, a Associação Comercial do Paraná e a Câmara dos Dirigentes Lojistas de Porto Alegre. Com o serviço central de proteção ao crédito, a empresa atende a mais de um milhão de clientes e realiza cerca de 145 milhões de transações mensais. A Boa Vista Serviços também oferece soluções para o cadastro positivo e apoia o consumidor no controle do orçamento doméstico.",BOAS,https://ri.boavistascpc.com.br,Consultoria em Gestão Empresarial; Ativ. de Cobrança E Informações Cadastrais; Desenvolvimento E Licenciamento de Programas de Computador; Consultoria E Suporte de Tecnologia Da Informação.
Sequoia Logística e Transportes S.A.,Sequoia Logística,25160,"A Sequoia Logística, fundada em 2010 por Armando Marchesan Neto, é uma empresa de transporte e logística com foco na realização de entregas expressas e soluções de logística reversa para o e-commerce. Além disso, a empresa oferece serviços de logística, como o fulfillment e o armazenamento de bens de alto valor agregado. Com uma estrutura enxuta, a Sequoia possui uma frota de veículos e estrutura terceirizados, garantindo flexibilidade operacional e reduzindo o volume de despesas de capital necessárias para conduzir suas operações. Seu foco está nos segmentos de telecomunicações, eletroeletrônicos, vestuário e farmacêutico.",SEQL,https://ri.sequoialog.com.br,Logística.transporte Rodoviário de Cargas em Geral. Municipal. Intermunicipal. Estadual E Interestadual. Serviços de Entrega Rápida E Carga E Descarga. Dentre Outros.
COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,GASMIG,25178,,,http://www.gasmig.com.br,Exploração Dos Serviços Públicos de Distribuição de Gás Canalizado. Aquisição. Armazenamento. Transporte. Transmissão. Distribuição E Comercialização de Gás Combustível Ou de Subprodutos E Derivados.
Méliuz S.A.,Méliuz,25232,"O Méliuz é uma startup brasileira que oferece cupons de desconto de lojas online e devolve uma parte do valor gasto em compras diretamente na conta bancária do consumidor, através do conceito de cashback. Com mais de 3.000 lojas parceiras e mais de 2 milhões de consumidores cadastrados, a empresa já devolveu mais de R$ 94 milhões aos clientes. Fundada em 2011, a empresa já recebeu investimentos de diversos investidores, incluindo o empresário francês Fabrice Grinda, e em 2020 se tornou a primeira startup brasileira a ser listada na B3, atingindo o valor de mercado de R$ 5,8 bilhões e se tornando um unicórnio.",CASH,https://ri.meliuz.com.br,Portal Virtual Para Veiculação E Divulgação de Marcas. Produtos E Outros Materiais. Locação de Espaço Publicitário. Intermediação de Negócios. Licenciamento de Softwares E Participação em Sociedades.
Enjoei S.A.,Enjoei,25259,,ENJU,https://ri.enjoei.com,Plataforma Digital de Compra E Venda de Para Produtos Usados. Por Meio Da Criação de lojas Virtuais Pelos Próprios Usuários
Aeris Indústria e Comércio de Equipamentos para Geração de Energia S.A.,Aeris Energy,25283,"A Aeris Energy, fundada em 2010, é uma fabricante brasileira de pás para geradores de energia eólica. Com o objetivo de se tornar uma referência no mercado, a empresa combina instalações industriais avançadas e processos eficazes, além de profissionais treinados para desenvolver produtos de alta qualidade. Além disso, a empresa criou a Aeris Service, divisão de serviços especializados para atender o mercado do segmento eólico. Entre seus clientes estão grandes empresas como Acciona, General Electric, Suzlon, Vestas e WEG.",AERI,https://www.ri.aerisenergy.com.br,Exploração de Negócio de Construção E Comercialização de Pás de Rotores Para Turbinas Utilizadas Na Geração Eólica de Energia.
3R Petroleum Óleo e Gás S.A.,3R Petroleum,25291,"A 3R Petroleum é uma empresa brasileira de produção de petróleo e gás, fundada em 2014, com sede no Rio de Janeiro. A empresa possui um foco em investimentos e recuperação de ativos em produção, bem como na gestão eficiente de reservatórios e no desenvolvimento de campos maduros. Em 2022, a companhia registrou um lucro líquido recorde de R$ 469,8 milhões no terceiro trimestre. Além disso, no mesmo ano, a empresa adquiriu a participação total no campo de produção de Papa-Terra, da Petrobras, localizado na Bacia de Campos, por um valor de US$ 18,2 milhões, com a possibilidade de pagamento de até US$ 80,4 milhões em pagamentos contingentes no futuro.",RRRP,https://ri.3rpetroleum.com.br,Exploração E Produção de Petróleo E Gás Natural.
PATRIMAR ENGENHARIA S.A.,PATRIMAR,25305,,,http://www.patrimar.com.br,Incorporação de Empreendimentos Imobiliários
Sendas Distribuidora S.A.,Assaí,25372,"A Assaí Atacadista é uma empresa brasileira de atacarejo, fundada em 1974 na cidade de São Paulo com foco no atendimento a clientes de micro e pequenas empresas. A empresa foi adquirida pelo GPA em 2007 e passou por um grande processo de reestruturação e expansão, abrindo 27 novas lojas entre 2013 e 2015. Em 2021, o Assaí se tornou uma empresa de capital aberto e em 2023, o grupo francês Casino, que também controla o GPA, deixou de ser o controlador majoritário da empresa. Em 2022, foi considerada a segunda maior empresa de varejo do Brasil, segundo o Ranking IBEVAR–FIA, com um faturamento anual de R$ 45,6 bilhões.",ASAI,https://ri.assai.com.br,Atacadista de Autosserviços
